Date,PX_Last,VOLATILITY_10D,VOL_5D,VOL_5D_SD,VOL_20D,VOL_20D_SD,VOL2_5D,VOL2_5D_SD,VOL2_20D,VOL2_20D_SD
2015年1月6日,51.1,39.07,41.69256279,345.00%,61.34638005,201.00%,148.7070686,186.00%,124.9854288,58.00%
2015年1月7日,51.15,31.51,41.46346093,342.00%,64.49450709,221.00%,178.0080005,249.00%,141.5851993,94.00%
2015年1月8日,50.96,32.72,33.20852951,239.00%,64.46184193,221.00%,153.0355554,195.00%,145.8313037,104.00%
2015年1月9日,50.11,32.58,15.66568632,20.00%,67.20813651,240.00%,152.9902704,195.00%,145.4484878,103.00%
2015年1月12日,47.43,37.86,22.40342474,105.00%,72.8265915,277.00%,164.6165266,220.00%,142.5912389,96.00%
2015年1月13日,46.59,35.55,29.83535942,197.00%,79.14594399,319.00%,140.8975787,169.00%,143.4064229,98.00%
2015年1月14日,48.69,51.04,25.73934824,146.00%,81.24646742,333.00%,96.42836997,74.00%,139.6712015,90.00%
2015年1月15日,47.67,51.05,19.18397331,64.00%,84.22219717,353.00%,78.41190258,35.00%,139.340562,89.00%
2015年1月16日,50.17,56.35,19.50227064,68.00%,82.52810765,342.00%,63.82429147,4.00%,139.4151188,89.00%
2015年1月19日,48.84,54.49,19.07489743,63.00%,82.72357411,343.00%,69.51326753,16.00%,137.5738432,85.00%
2015年1月20日,47.99,54.74,13.7324678,-4.00%,80.30800532,327.00%,60.43173991,-4.00%,137.1626975,84.00%
2015年1月21日,49.03,56.87,13.92330995,-1.00%,77.31429802,307.00%,42.2657519,-43.00%,136.2019969,82.00%
2015年1月22日,48.52,56.52,11.4591518,-32.00%,70.83727288,264.00%,50.56436067,-25.00%,138.5816344,88.00%
2015年1月23日,48.79,47.24,5.729443952,-103.00%,64.62131189,222.00%,68.57162403,14.00%,147.2512435,107.00%
2015年1月26日,48.16,46.6,6.11149998,-99.00%,58.20697039,180.00%,57.07239637,-11.00%,154.2011679,122.00%
2015年1月27日,49.6,43,7.708540718,-79.00%,52.12540296,139.00%,50.69579127,-25.00%,161.0406384,137.00%
2015年1月28日,48.47,43.34,7.759630919,-78.00%,44.50785162,88.00%,32.16449602,-64.00%,166.6487576,150.00%
2015年1月29日,49.13,32.91,7.978420896,-75.00%,35.14535491,26.00%,14.931468,-101.00%,171.4702941,160.00%
2015年1月30日,52.99,49.83,27.53117506,168.00%,27.61513658,-24.00%,128.331982,142.00%,173.1926751,164.00%
2015年2月2日,54.75,48.4,38.80638958,309.00%,30.93208472,-2.00%,205.1378534,307.00%,183.0605383,186.00%
2015年2月3日,57.91,53.32,55.92514998,522.00%,42.76562817,77.00%,293.2747028,497.00%,208.7188552,242.00%
