Date,PX_Last,VOLATILITY_10D,VOL_5D,VOL_5D_SD,VOL_20D,VOL_20D_SD,VOL2_5D,VOL2_5D_SD,VOL2_20D,VOL2_20D_SD
2017年1月5日,253.75,19.29,43.31908586,11.00%,91.70060667,9.00%,196.1895384,0.00%,264.6924212,-26.00%
2017年1月6日,254.6,19.3,40.45788922,-2.00%,85.01056591,-8.00%,196.2341703,0.00%,263.7321417,-27.00%
2017年1月9日,253.85,18.43,36.93339952,-17.00%,79.62166014,-22.00%,175.7665226,-15.00%,260.6761241,-29.00%
2017年1月10日,261.25,22.51,44.43047603,15.00%,74.97434087,-34.00%,41.37018227,-114.00%,262.3841161,-28.00%
2017年1月11日,261.05,22.01,55.29253114,63.00%,74.6325266,-35.00%,98.01555202,-72.00%,271.6289944,-21.00%
2017年1月12日,267.15,23.38,77.73258776,161.00%,86.9658009,-3.00%,233.8694196,28.00%,305.7509698,6.00%
2017年1月13日,269,23.38,84.70266112,191.00%,100.2590749,31.00%,294.525774,73.00%,341.8087388,35.00%
2017年1月17日,262.5,28.41,51.80881006,48.00%,102.7888981,38.00%,247.6948536,38.00%,340.3548375,34.00%
2017年1月18日,261.65,25.7,50.71551242,43.00%,105.8173895,45.00%,226.5214032,23.00%,336.8839359,31.00%
2017年1月19日,261.05,25.19,50.71551242,43.00%,106.3056533,47.00%,237.0594529,30.00%,331.4513038,27.00%
2017年1月20日,262.5,25.22,45.75990385,21.00%,107.2701126,49.00%,224.4296649,21.00%,315.1439989,14.00%
2017年1月23日,264.75,25.04,19.93752241,-92.00%,108.4975382,52.00%,192.212424,-3.00%,309.9009531,10.00%
2017年1月24日,270.85,23.32,56.71977433,69.00%,115.8725761,71.00%,204.6675612,7.00%,315.5999013,14.00%
2017年1月25日,271,23.24,66.15423796,110.00%,117.9238797,77.00%,246.4799231,37.00%,314.0502674,13.00%
2017年1月26日,267.3,21.88,53.04699049,53.00%,117.3285236,75.00%,248.2805256,39.00%,303.2442794,4.00%
2017年1月27日,268.95,21.81,37.19719344,-16.00%,115.0107533,69.00%,258.4808247,46.00%,289.2550411,-7.00%
2017年1月30日,265.5,18.19,33.42931648,-33.00%,106.9838689,48.00%,194.6184102,-1.00%,275.876504,-17.00%
2017年1月31日,272.75,22.48,40.87801365,0.00%,105.6127385,45.00%,190.1630875,-4.00%,260.5062358,-29.00%
2017年2月1日,271.15,22.92,41.23890396,1.00%,96.16097318,20.00%,104.5438661,-67.00%,230.704571,-53.00%
2017年2月2日,268.55,24.06,39.15440205,-8.00%,92.46933105,11.00%,45.41407908,-111.00%,231.4144658,-52.00%
2017年2月3日,261.6,28.15,63.48096408,99.00%,84.2459557,-10.00%,163.6593651,-24.00%,236.2111218,-49.00%
2017年2月6日,265.15,25.91,64.18564325,102.00%,75.04200876,-34.00%,182.4308639,-10.00%,239.028503,-46.00%
2017年2月7日,263.2,25.97,55.41226579,63.00%,62.23956856,-67.00%,169.5447032,-19.00%,234.1423779,-50.00%
2017年2月8日,266.65,26.44,38.97700861,-8.00%,59.85801885,-73.00%,177.6613092,-13.00%,236.9892127,-48.00%
2017年2月9日,265.35,26.23,28.22539282,-55.00%,56.90541737,-81.00%,225.3828527,22.00%,249.456615,-38.00%
2017年2月10日,276.8,34.02,76.40339783,155.00%,67.98141484,-52.00%,273.8927054,58.00%,247.6286498,-40.00%
2017年2月13日,278.3,31.29,98.93194024,254.00%,79.06257964,-24.00%,405.1307565,155.00%,276.0804846,-17.00%
2017年2月14日,273.7,32.71,83.49960958,186.00%,80.07537321,-21.00%,429.0819396,172.00%,298.6510829,1.00%
2017年2月15日,274.05,32.07,71.20455603,132.00%,79.46200234,-23.00%,375.2034677,132.00%,305.6948974,6.00%
2017年2月16日,271.85,28.07,36.63332909,-19.00%,75.24454815,-33.00%,326.8367371,97.00%,310.9896985,10.00%
2017年2月17日,270.7,27.79,41.21445378,1.00%,71.38387202,-43.00%,381.9210435,137.00%,312.6286082,12.00%
2017年2月21日,274.55,27.76,23.11690291,-78.00%,71.37931976,-43.00%,358.0737607,120.00%,308.6503709,9.00%
2017年2月22日,273.3,27.65,22.61434943,-80.00%,72.33630667,-41.00%,281.1528453,63.00%,324.8432112,21.00%
2017年2月23日,264.35,33.74,56.31088705,67.00%,74.94579884,-34.00%,198.9413663,2.00%,320.720799,18.00%
2017年2月24日,268,24.14,58.47467144,77.00%,74.69079366,-35.00%,245.4687401,37.00%,321.8632718,19.00%
2017年2月27日,268.75,23.86,58.91003989,79.00%,74.72159643,-35.00%,272.8169328,57.00%,319.2873723,17.00%
2017年2月28日,270.4,23.02,46.62189185,25.00%,73.06371643,-39.00%,217.941425,16.00%,313.0206316,12.00%
2017年3月1日,272.65,23.58,43.66095739,12.00%,73.01386981,-39.00%,101.2867842,-70.00%,311.8900254,11.00%
2017年3月2日,267.95,25.03,28.33944248,-55.00%,73.20109522,-39.00%,178.5896813,-13.00%,320.77977,18.00%
2017年3月3日,268.7,25.08,26.71166038,-62.00%,73.16925584,-39.00%,190.9945354,-4.00%,329.7091914,25.00%
2017年3月6日,264.3,24.54,43.97267333,13.00%,69.70151626,-48.00%,135.2062903,-45.00%,327.4139067,23.00%
2017年3月7日,260.95,24.97,63.32595676,98.00%,74.92439347,-34.00%,210.4325018,11.00%,326.9634527,23.00%
2017年3月8日,259.2,18.47,59.34730996,81.00%,80.6697067,-19.00%,241.0205187,33.00%,328.04641,24.00%
2017年3月9日,257,15.94,65.11180538,106.00%,91.74358044,9.00%,230.8798871,26.00%,329.1149546,25.00%
